,m_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified,total_score
2436,2930663,8139434,Private room,,Allston,53,5.0,2,1.0,75.0,1.0,42.354254,-71.137153,2016-05-18 22:11:18.859553,25.034
2638,1391492,7523199,Private room,,Hyde Park,53,5.0,2,1.0,55.0,1.0,42.244045,-71.117864,2016-05-19 00:09:19.646337,25.034
2009,3520353,6508758,Entire home/apt,,Beacon Hill,53,5.0,2,1.0,238.0,2.0,42.357799,-71.063035,2016-05-19 01:27:59.156342,25.034
2671,5453,8021,Private room,,Jamaica Plain,53,5.0,2,1.0,150.0,1.0,42.322109000000005,-71.10926500000001,2016-05-18 22:30:50.958805,25.034
1981,3377100,7629859,Entire home/apt,,Beacon Hill,53,5.0,2,1.0,270.0,3.0,42.356693,-71.072971,2016-05-19 00:31:11.363546,25.034
2830,5969852,1849822,Private room,,Mission Hill,53,5.0,2,1.0,110.0,1.0,42.332132,-71.101742,2016-05-18 20:18:17.297996,25.034
2139,1887581,970787,Entire home/apt,,South Boston,56,4.0,6,2.0,250.0,2.0,42.340983,-71.050235,2016-05-19 02:16:53.277693,25.168
3072,3294775,9898255,Private room,,Dorchester,55,4.5,2,1.0,70.0,2.0,42.314178000000005,-71.060367,2016-05-19 02:40:54.331392,25.29
1369,4577188,5618949,Entire home/apt,,Fenway,55,4.5,4,1.0,189.0,,42.347153000000006,-71.09299,2016-05-18 20:48:06.100600,25.29
3085,2000797,9898255,Private room,,Dorchester,55,4.5,2,1.0,70.0,2.0,42.314895,-71.061194,2016-05-19 00:52:29.309685,25.29
1820,4251795,981669,Entire home/apt,,Fenway,55,4.5,4,1.0,150.0,2.0,42.343561,-71.094771,2016-05-18 21:34:05.573366,25.29
806,2931165,11631886,Private room,,Mattapan,55,4.5,2,1.0,59.0,1.0,42.279503999999996,-71.093775,2016-05-18 19:42:47.860137,25.29
27,7330494,38403389,Entire home/apt,,South Boston,54,5.0,2,1.0,180.0,,42.330625,-71.05558,2016-05-19 02:47:51.235402,25.412
1507,1428355,7422781,Entire home/apt,,South End,54,5.0,2,0.0,75.0,1.0,42.33826,-71.070915,2016-05-18 20:56:49.314830,25.412
214,8271384,43613912,Entire home/apt,,South Boston Waterfront,56,4.5,2,0.0,125.0,1.0,42.343056,-71.051731,2016-05-19 02:35:40.475762,25.668
2427,1426754,5578043,Entire home/apt,,North End,56,4.5,2,1.0,129.0,1.0,42.364824,-71.05370699999999,2016-05-19 01:55:05.461461,25.668
573,6134145,31804748,Entire home/apt,,North End,55,5.0,4,2.0,380.0,2.0,42.366147999999995,-71.05257900000001,2016-05-18 21:54:35.769139,25.79
726,3068453,2356643,Entire home/apt,,Downtown,58,4.0,3,0.0,155.0,1.0,42.35188,-71.064181,2016-05-18 22:37:11.274157,25.924
1433,1197857,1444340,Entire home/apt,,Roxbury,57,4.5,4,1.0,164.0,2.0,42.338524,-71.07984599999999,2016-05-18 21:57:47.877443,26.046
2494,4609785,16522894,Private room,,South End,57,4.5,2,1.0,75.0,1.0,42.335384000000005,-71.07521700000001,2016-05-19 00:24:52.427480,26.046
3150,6088708,6950436,Private room,,South Boston,57,4.5,2,1.0,128.0,1.0,42.329995000000004,-71.051723,2016-05-19 01:38:59.895996,26.046
590,3294152,9898255,Entire home/apt,,Dorchester,57,4.5,4,1.0,100.0,2.0,42.314909,-71.062188,2016-05-18 23:53:53.117133,26.046
549,1704090,5115759,Entire home/apt,,Jamaica Plain,57,4.5,2,0.0,125.0,6.0,42.316437,-71.10342299999999,2016-05-18 22:13:33.617647,26.046
605,3601030,3689882,Entire home/apt,,South End,56,5.0,3,1.0,158.0,,42.343792,-71.072859,2016-05-18 21:41:55.184260,26.168
787,4460532,11228809,Private room,,Roxbury,56,5.0,2,1.0,92.0,1.0,42.328213,-71.09265,2016-05-18 19:45:40.215668,26.168
2994,4263736,11228809,Private room,,Roxbury,56,5.0,2,1.0,126.0,1.0,42.329083000000004,-71.093289,2016-05-19 02:43:29.327352,26.168
3146,2564544,261895,Private room,,South Boston Waterfront,56,5.0,2,1.0,119.0,1.0,42.347373,-71.050296,2016-05-18 22:46:02.793916,26.168
171,6823828,35742537,Entire home/apt,,Beacon Hill,58,4.5,4,1.0,200.0,,42.356864,-71.062685,2016-05-19 01:33:07.329712,26.424
2998,8351880,25296328,Private room,,Back Bay,58,4.5,3,1.0,151.0,1.0,42.352024,-71.084691,2016-05-18 21:15:10.711834,26.424
2217,6741968,28662502,Entire home/apt,,Downtown,57,5.0,4,1.0,210.0,,42.357307,-71.061786,2016-05-18 23:47:10.533406,26.546
964,4583526,23759488,Entire home/apt,,Jamaica Plain,57,5.0,9,4.0,230.0,2.0,42.304549,-71.115532,2016-05-18 23:51:06.991562,26.546
199,4190704,11272292,Entire home/apt,,Beacon Hill,60,4.0,3,1.0,190.0,2.0,42.357115,-71.062881,2016-05-19 01:21:39.871831,26.68
1651,3602379,18150109,Entire home/apt,,Roxbury,59,4.5,4,1.0,149.0,2.0,42.329091,-71.094573,2016-05-18 22:10:47.001290,26.802
1990,8116523,42431392,Entire home/apt,,Back Bay,59,4.5,3,1.0,69.0,1.0,42.355528,-71.07834100000001,2016-05-18 22:20:18.192020,26.802
1806,4204961,5066654,Entire home/apt,,Charlestown,58,5.0,3,1.0,124.0,1.0,42.378791,-71.06630899999999,2016-05-18 21:28:23.365705,26.924
1943,6323935,31804748,Entire home/apt,,Back Bay,58,5.0,2,1.0,210.0,1.0,42.344028,-71.08292,2016-05-19 02:56:59.804374,26.924
3020,1960407,10013311,Private room,,Beacon Hill,60,4.5,2,1.0,115.0,2.0,42.356797,-71.06749,2016-05-19 01:31:32.526567,27.18
2716,3901439,8139434,Private room,,Allston,60,4.5,2,1.0,67.0,1.0,42.349892,-71.142566,2016-05-19 00:12:09.263163,27.18
2314,4574921,11272292,Entire home/apt,,Downtown,60,4.5,6,2.0,250.0,2.0,42.356232,-71.060672,2016-05-19 00:03:17.546117,27.18
2284,2658094,5578043,Entire home/apt,,North End,61,4.5,6,2.0,179.0,1.0,42.366658,-71.051928,2016-05-19 00:01:51.814703,27.558
657,3615760,17000652,Entire home/apt,,East Boston,61,4.5,2,1.0,110.0,1.0,42.367356,-71.0392,2016-05-18 20:28:02.964935,27.558
437,2183058,11132080,Entire home/apt,,North End,60,5.0,4,1.0,175.0,4.0,42.364292999999996,-71.054521,2016-05-18 23:17:09.949491,27.68
2969,623731,3093639,Private room,,South Boston,60,5.0,2,1.0,135.0,3.0,42.332747,-71.05718900000001,2016-05-18 20:16:28.457923,27.68
1462,336788,1713309,Entire home/apt,,Roxbury,60,5.0,2,1.0,275.0,1.0,42.338259,-71.080206,2016-05-18 22:52:03.463491,27.68
1272,658029,1444340,Entire home/apt,,Roxbury,62,4.5,4,1.0,163.0,2.0,42.339233,-71.081413,2016-05-19 00:03:56.365788,27.936
2123,4196643,3594203,Entire home/apt,,South Boston,62,4.5,6,3.0,149.0,2.0,42.330245,-71.055462,2016-05-19 01:31:52.336032,27.936
2198,5672200,23412310,Entire home/apt,,South Boston,61,5.0,6,2.0,200.0,3.0,42.339079,-71.04682700000001,2016-05-19 01:20:31.579061,28.058
2313,8036024,42431392,Entire home/apt,,North End,61,5.0,3,1.0,150.0,1.0,42.363456,-71.05720699999999,2016-05-19 01:05:32.495564,28.058
1658,6552654,20582119,Entire home/apt,,Back Bay,61,5.0,2,1.0,150.0,1.0,42.343070000000004,-71.081553,2016-05-18 20:12:23.063721,28.058
29,6954861,36453929,Private room,,Brighton,61,5.0,2,1.0,85.0,1.0,42.338819,-71.148039,2016-05-19 02:47:08.663550,28.058
1769,3410087,17194624,Entire home/apt,,Back Bay,63,4.5,2,0.0,209.0,2.0,42.352727,-71.081936,2016-05-19 00:22:45.864327,28.314
973,4922204,6570877,Entire home/apt,,Roslindale,63,4.5,10,3.0,200.0,1.0,42.282142,-71.129049,2016-05-18 23:37:48.490433,28.314
312,5734770,27015747,Private room,,South End,62,5.0,2,1.0,129.0,2.0,42.34708,-71.073611,2016-05-19 00:35:23.807053,28.436
771,2843445,3164508,Private room,,Roslindale,62,5.0,2,1.0,75.0,1.0,42.281946000000005,-71.14102199999999,2016-05-18 19:53:30.800743,28.436
11,4369766,6846812,Private room,,Back Bay,62,5.0,2,1.0,170.0,2.0,42.345938000000004,-71.086337,2016-05-19 02:54:28.626569,28.436
2717,3897963,8139434,Private room,,Allston,62,5.0,2,1.0,55.0,1.0,42.349964,-71.14371,2016-05-18 22:38:30.046669,28.436
640,3240187,8011471,Private room,,Roxbury,62,5.0,2,1.0,89.0,1.0,42.327197999999996,-71.090814,2016-05-18 20:36:27.794696,28.436
3051,1252289,1462158,Private room,,South End,62,5.0,2,1.0,92.0,3.0,42.335336,-71.07425699999999,2016-05-18 21:35:30.231599,28.436
2701,1471373,7673571,Private room,,Mission Hill,65,4.0,3,1.0,75.0,2.0,42.333682,-71.101517,2016-05-19 00:19:52.403822,28.57
205,4080000,6331373,Private room,,East Boston,64,4.5,3,1.0,72.0,1.0,42.386619,-71.005257,2016-05-19 01:17:07.429029,28.692
1768,7881551,1639654,Entire home/apt,,Back Bay,63,5.0,4,0.0,210.0,1.0,42.354498,-71.080487,2016-05-19 01:42:56.867063,28.814
3266,6240901,32373289,Private room,,Fenway,66,4.0,1,1.0,78.0,1.0,42.339857,-71.093828,2016-05-18 20:35:23.286377,28.948
32,2441095,3594203,Entire home/apt,,East Boston,66,4.0,4,2.0,129.0,2.0,42.380163,-71.035852,2016-05-19 02:45:37.363988,28.948
589,3432438,17298276,Entire home/apt,,South End,65,4.5,3,1.0,249.0,3.0,42.346940999999994,-71.075141,2016-05-18 23:54:01.932357,29.07
2214,3890373,19357187,Entire home/apt,,Beacon Hill,64,5.0,4,1.0,175.0,2.0,42.358584,-71.065494,2016-05-18 21:08:06.675455,29.192
3061,1179399,6430732,Private room,,Dorchester,64,5.0,3,1.0,60.0,2.0,42.295244,-71.065448,2016-05-19 01:34:04.556416,29.192
3169,4863108,8157833,Private room,,South Boston,66,4.5,2,1.0,125.0,1.0,42.337748,-71.051454,2016-05-18 20:56:40.961886,29.448
2934,7692933,9508341,Private room,,Brighton,65,5.0,1,1.0,59.0,1.0,42.35568,-71.162145,2016-05-19 00:42:45.717111,29.57
1102,7281884,25742899,Entire home/apt,,Roxbury,65,5.0,2,0.0,110.0,1.0,42.31289,-71.083155,2016-05-19 01:19:30.195449,29.57
2925,5889190,4144048,Private room,,Allston,65,5.0,2,1.0,67.0,1.0,42.352841999999995,-71.128153,2016-05-18 20:07:38.531941,29.57
2937,1525494,8139434,Private room,,Allston,67,4.5,2,1.0,66.0,1.0,42.355242,-71.135475,2016-05-18 23:13:32.604254,29.826
3159,4863101,8157833,Private room,,South Boston,67,4.5,2,1.0,130.0,1.0,42.335695,-71.05126700000001,2016-05-19 01:01:51.258535,29.826
3235,6347026,19032128,Private room,,South Boston,66,5.0,2,1.0,155.0,1.0,42.337463,-71.045098,2016-05-19 02:11:34.070458,29.948
3102,2843596,3351569,Private room,,South Boston,66,5.0,1,1.0,95.0,1.0,42.334096,-71.028288,2016-05-18 21:47:14.174783,29.948
3276,1178371,6430732,Private room,,Dorchester,66,5.0,1,1.0,45.0,2.0,42.294568,-71.066813,2016-05-19 01:30:34.204443,29.948
2280,6181758,31804748,Entire home/apt,,Downtown,68,4.5,4,2.0,190.0,1.0,42.357152,-71.059537,2016-05-18 20:39:26.900772,30.204
2287,6924700,20582119,Entire home/apt,,Downtown,68,4.5,4,1.0,265.0,1.0,42.355424,-71.05775899999999,2016-05-18 22:10:21.980359,30.204
2634,2278704,11631886,Private room,,Mattapan,69,4.5,2,1.0,69.0,1.0,42.281923,-71.09514399999999,2016-05-18 22:29:13.944558,30.582
1028,1956275,9622924,Entire home/apt,,Jamaica Plain,69,4.5,6,3.0,350.0,2.0,42.308293,-71.123991,2016-05-18 20:14:52.332250,30.582
2334,6554785,28123912,Entire home/apt,,Downtown,68,5.0,2,0.0,155.0,2.0,42.356957,-71.06150699999999,2016-05-18 23:54:50.361463,30.704
3161,2021274,1417977,Private room,,South Boston,70,4.5,5,1.0,145.0,1.0,42.333818,-71.03319599999999,2016-05-18 20:34:00.449109,30.96
3082,3945704,20447366,Private room,,Dorchester,69,5.0,2,1.0,90.0,1.0,42.325947,-71.059218,2016-05-18 23:59:11.811033,31.082
2548,225979,1176995,Private room,,Roslindale,69,5.0,1,1.0,60.0,1.0,42.281452,-71.12925,2016-05-18 22:53:32.898380,31.082
85,1322461,7178644,Entire home/apt,,Back Bay,69,5.0,2,1.0,199.0,2.0,42.34962,-71.07772,2016-05-19 02:07:35.453547,31.082
3164,1048397,2543390,Private room,,East Boston,70,5.0,2,1.0,85.0,2.0,42.369203999999996,-71.033885,2016-05-19 02:10:04.802405,31.46
204,3897995,8139434,Private room,,Allston,70,5.0,2,1.0,65.0,1.0,42.350543,-71.143844,2016-05-19 01:18:18.469406,31.46
2342,7713728,34916087,Entire home/apt,,South Boston,70,5.0,7,3.0,250.0,1.0,42.332358,-71.031397,2016-05-18 23:27:26.277554,31.46
1088,5025015,25932315,Entire home/apt,,Jamaica Plain,73,4.0,5,3.0,175.0,2.0,42.325049,-71.106296,2016-05-19 01:43:12.688370,31.594
469,6933545,15472064,Private room,,Roslindale,72,4.5,2,1.0,55.0,1.0,42.288852,-71.131282,2016-05-19 00:45:57.191762,31.716
2401,4151979,21541399,Entire home/apt,,South Boston,71,5.0,8,4.0,500.0,1.0,42.336144,-71.035531,2016-05-18 23:33:41.393666,31.838
2037,2947662,9402135,Entire home/apt,,Beacon Hill,71,5.0,6,2.0,299.0,3.0,42.360007,-71.066611,2016-05-18 23:26:01.151857,31.838
3087,3946215,20447366,Private room,,Dorchester,71,5.0,1,1.0,55.0,1.0,42.325215,-71.05860799999999,2016-05-18 21:48:43.487563,31.838
2911,1529321,8139434,Private room,,Allston,73,4.5,2,1.0,68.0,1.0,42.35528,-71.134499,2016-05-18 22:07:19.268924,32.094
737,7003280,36057933,Entire home/apt,,South Boston,73,4.5,4,2.0,150.0,1.0,42.329982,-71.05617099999999,2016-05-18 20:04:49.011340,32.094
1284,2277821,9410008,Entire home/apt,,Back Bay,72,5.0,5,2.0,360.0,,42.349237,-71.08452700000001,2016-05-19 02:58:09.697893,32.216
2321,2022303,10393465,Entire home/apt,,South Boston,72,5.0,4,2.0,250.0,1.0,42.341792,-71.052736,2016-05-18 22:31:51.452442,32.216
691,7693354,28184994,Private room,,Dorchester,74,4.5,2,1.0,60.0,1.0,42.312676,-71.05371600000001,2016-05-18 20:13:06.833265,32.472
2943,4293597,9189449,Private room,,Allston,74,4.5,1,1.0,40.0,1.0,42.350194,-71.142152,2016-05-19 01:09:33.856708,32.472
2738,728238,2139546,Private room,,Jamaica Plain,75,4.5,2,1.0,50.0,2.0,42.309632,-71.116218,2016-05-19 02:00:46.615357,32.85
867,4015972,14303759,Private room,,Jamaica Plain,74,5.0,2,1.0,60.0,1.0,42.32162,-71.10551,2016-05-18 21:04:16.542991,32.972
2029,44205,128280,Entire home/apt,,Charlestown,74,5.0,2,1.0,235.0,2.0,42.376551,-71.066769,2016-05-18 20:51:50.863264,32.972
2031,6134867,20582119,Entire home/apt,,Downtown,76,4.5,4,2.0,175.0,1.0,42.356239,-71.060427,2016-05-18 22:27:11.766813,33.228
1010,716245,3690995,Entire home/apt,,Brighton,76,4.5,5,2.0,125.0,2.0,42.34502,-71.168142,2016-05-18 20:15:02.847803,33.228
875,2798787,13372537,Private room,,Jamaica Plain,75,5.0,2,1.0,75.0,1.0,42.324514,-71.105406,2016-05-18 20:58:27.077894,33.35
624,7124590,825370,Entire home/apt,,Back Bay,77,4.5,2,0.0,149.0,1.0,42.353071,-71.07467700000001,2016-05-18 21:30:11.242560,33.606
2066,315982,119019,Entire home/apt,,Dorchester,77,4.5,6,2.0,165.0,1.0,42.29929,-71.05996999999999,2016-05-19 02:27:20.509177,33.606
604,750438,3945438,Private room,,Jamaica Plain,76,5.0,2,1.0,85.0,2.0,42.306538,-71.110463,2016-05-18 21:42:01.713363,33.728
3095,1332786,6608084,Private room,,Dorchester,76,5.0,1,1.0,30.0,1.0,42.309219,-71.045641,2016-05-19 00:51:43.597570,33.728
2210,4909590,25279966,Entire home/apt,,Allston,76,5.0,4,0.0,125.0,,42.350493,-71.13328100000001,2016-05-18 20:35:47.539589,33.728
2804,69369,255183,Private room,,Roxbury,77,5.0,1,1.0,80.0,3.0,42.326142,-71.088404,2016-05-19 00:42:25.643817,34.106
2673,3727560,19036819,Private room,,Roxbury,79,4.5,2,1.0,100.0,2.0,42.329231,-71.079758,2016-05-18 20:48:38.249859,34.362
2726,1167221,6391436,Private room,,Jamaica Plain,79,4.5,3,1.0,100.0,3.0,42.307767999999996,-71.116258,2016-05-18 23:20:13.058655,34.362
350,6142396,31862615,Shared room,,East Boston,78,5.0,1,1.0,56.0,1.0,42.368663,-71.03493,2016-05-19 00:13:53.276194,34.484
3086,179244,119019,Private room,,Dorchester,80,4.5,2,1.0,70.0,1.0,42.297805,-71.05892800000001,2016-05-19 02:07:51.119728,34.74
748,2764624,6103425,Private room,,Dorchester,80,4.5,4,1.0,60.0,1.0,42.30301,-71.063549,2016-05-18 19:59:40.919384,34.74
219,1935042,10013311,Private room,,Beacon Hill,80,4.5,2,1.0,90.0,2.0,42.357056,-71.066182,2016-05-19 02:33:43.982464,34.74
2312,4924910,24997738,Entire home/apt,,North End,81,4.5,2,1.0,150.0,1.0,42.365763,-71.057356,2016-05-19 00:06:14.795186,35.117999999999995
2209,2135075,3594203,Entire home/apt,,South Boston,81,4.5,4,2.0,99.0,2.0,42.332613,-71.05485300000001,2016-05-19 00:32:29.433503,35.117999999999995
2311,3166256,16059043,Entire home/apt,,Dorchester,80,5.0,4,2.0,125.0,2.0,42.32598,-71.06134200000001,2016-05-18 22:11:56.986313,35.24
335,4793787,24658662,Private room,,Dorchester,80,5.0,2,1.0,45.0,1.0,42.317513,-71.053864,2016-05-19 01:42:38.916801,35.24
2330,3432321,17288874,Entire home/apt,,Beacon Hill,82,4.5,2,0.0,220.0,1.0,42.355059000000004,-71.070734,2016-05-19 01:52:40.470509,35.495999999999995
3013,3392423,3462813,Private room,,West End,81,5.0,2,1.0,115.0,2.0,42.361306,-71.067059,2016-05-18 22:23:50.964071,35.617999999999995
1073,1692573,8814724,Entire home/apt,,Jamaica Plain,81,5.0,4,2.0,135.0,2.0,42.313379,-71.117189,2016-05-18 21:51:35.730674,35.617999999999995
3157,4586590,21890476,Private room,,South Boston,82,5.0,2,1.0,105.0,2.0,42.330251000000004,-71.05624,2016-05-18 21:10:34.833578,35.995999999999995
2741,1885825,6391436,Private room,,Jamaica Plain,82,5.0,3,1.0,80.0,3.0,42.309329,-71.117643,2016-05-18 23:42:51.399125,35.995999999999995
467,526970,85770,Private room,,South End,84,4.5,2,1.0,130.0,1.0,42.34523,-71.072823,2016-05-19 00:47:47.668188,36.251999999999995
1342,2881388,9410008,Entire home/apt,,Back Bay,83,5.0,7,3.0,275.0,,42.347617,-71.08495,2016-05-19 01:15:51.073018,36.373999999999995
896,3721095,10477638,Entire home/apt,,Charlestown,83,5.0,6,3.0,375.0,2.0,42.381347999999996,-71.061908,2016-05-18 20:44:15.143831,36.373999999999995
713,2846739,85770,Private room,,South End,86,4.0,1,1.0,125.0,1.0,42.346233000000005,-71.073639,2016-05-18 22:46:42.810403,36.508
2769,3021446,113091,Private room,,Jamaica Plain,85,4.5,2,1.0,79.0,2.0,42.318371,-71.105615,2016-05-18 22:05:34.511677,36.63
719,1112193,6103425,Private room,,Dorchester,85,4.5,2,1.0,65.0,1.0,42.298876,-71.064891,2016-05-18 22:43:14.184388,36.63
3054,176006,841314,Private room,,Roxbury,85,4.5,2,1.0,60.0,3.0,42.314344,-71.073502,2016-05-19 00:59:08.249952,36.63
363,6006121,23208278,Private room,,South Boston Waterfront,85,4.5,2,1.0,145.0,,42.339653999999996,-71.043213,2016-05-19 00:06:06.508269,36.63
1915,2515870,12878584,Entire home/apt,,Dorchester,86,4.5,2,1.0,99.0,1.0,42.322216,-71.054855,2016-05-19 02:07:31.524405,37.008
2219,6089865,3637081,Entire home/apt,,North End,85,5.0,2,1.0,125.0,1.0,42.366924,-71.056076,2016-05-18 20:04:18.430765,37.13
322,1013978,5578043,Entire home/apt,,North End,89,4.0,6,2.0,269.0,1.0,42.365128999999996,-71.055645,2016-05-19 00:28:29.472302,37.642
2013,3749523,3842205,Entire home/apt,,Charlestown,88,4.5,6,3.0,350.0,,42.371913,-71.06333000000001,2016-05-19 00:33:19.911762,37.764
3101,994138,5460465,Private room,,South Boston,87,5.0,3,1.0,150.0,1.0,42.336436,-71.039312,2016-05-18 20:00:22.797149,37.886
387,6742905,324630,Entire home/apt,,Beacon Hill,91,3.5,2,0.0,99.0,,42.361087,-71.06532,2016-05-18 23:47:32.646958,37.898
2915,2014882,1521296,Private room,,Brighton,89,4.5,4,1.0,70.0,2.0,42.341260999999996,-71.157173,2016-05-18 22:54:13.513006,38.142
1961,3969526,5408229,Entire home/apt,,South End,89,4.5,4,2.0,255.0,,42.337627000000005,-71.073947,2016-05-19 00:29:33.485187,38.142
3057,990668,1651480,Private room,,South End,88,5.0,2,1.0,147.0,3.0,42.341457,-71.076406,2016-05-18 23:51:03.634015,38.264
3229,5882411,18807469,Private room,,Jamaica Plain,88,5.0,2,1.0,69.0,1.0,42.298471,-71.110658,2016-05-18 22:57:52.489622,38.264
2920,1171578,3765817,Private room,,Brighton,90,5.0,2,1.0,99.0,1.0,42.353840000000005,-71.167947,2016-05-19 01:47:36.722432,39.02
2002,29765,128280,Entire home/apt,,Charlestown,90,5.0,2,1.0,295.0,2.0,42.378338,-71.066627,2016-05-18 23:11:37.008594,39.02
97,6744206,4192732,Private room,,Allston,92,4.5,2,1.0,60.0,1.0,42.360616,-71.13069200000001,2016-05-19 02:04:06.751920,39.276
1770,3528826,10493424,Entire home/apt,,Beacon Hill,91,5.0,4,1.0,239.0,2.0,42.356404,-71.074872,2016-05-19 01:30:09.875923,39.398
975,4105704,21299112,Entire home/apt,,Jamaica Plain,91,5.0,2,1.0,135.0,,42.302364000000004,-71.11491,2016-05-18 22:17:55.040590,39.398
1661,2174711,5618949,Entire home/apt,,Longwood Medical Area,93,4.5,4,0.0,149.0,,42.339383000000005,-71.100172,2016-05-19 01:05:50.815233,39.654
2296,45987,205107,Entire home/apt,,Charlestown,93,4.5,3,1.0,125.0,3.0,42.374043,-71.061177,2016-05-19 00:58:42.238675,39.654
723,6870366,13382900,Private room,,Longwood Medical Area,94,5.0,1,1.0,84.0,1.0,42.33902,-71.106641,2016-05-18 22:41:56.457135,40.532000000000004
1974,24232,97805,Entire home/apt,,Downtown,95,5.0,2,1.0,268.0,3.0,42.348533,-71.064475,2016-05-19 01:30:37.463243,40.910000000000004
496,619142,501427,Entire home/apt,,Charlestown,95,5.0,2,1.0,175.0,3.0,42.378079,-71.06343299999999,2016-05-18 23:00:57.414948,40.910000000000004
3182,8982616,22264304,Private room,,East Boston,97,4.5,2,1.0,71.0,1.0,42.369377,-71.033345,2016-05-19 00:24:47.071012,41.166
1112,169430,807320,Entire home/apt,,Roxbury,97,4.5,10,4.0,200.0,2.0,42.321582,-71.09047199999999,2016-05-19 02:15:33.471532,41.166
1276,2683284,1015632,Entire home/apt,,South End,98,4.5,4,1.0,138.0,2.0,42.338075,-71.07532900000001,2016-05-19 01:04:54.757244,41.544
2143,581285,2859325,Entire home/apt,,Roxbury,97,5.0,4,2.0,225.0,3.0,42.338982,-71.080951,2016-05-19 00:07:21.704028,41.666
1046,554720,2727109,Entire home/apt,,Jamaica Plain,97,5.0,6,2.0,240.0,3.0,42.318569000000004,-71.114154,2016-05-18 23:51:54.954843,41.666
2667,2295530,11725202,Private room,,Jamaica Plain,97,5.0,3,1.0,113.0,,42.317786,-71.105136,2016-05-19 02:51:43.159505,41.666
142,5940866,12720679,Private room,,East Boston,98,5.0,2,1.0,75.0,2.0,42.37728,-71.034257,2016-05-19 01:48:29.973109,42.044
128,210097,1035747,Entire home/apt,,Jamaica Plain,99,5.0,2,1.0,95.0,2.0,42.318635,-71.106406,2016-05-19 01:53:00.557235,42.422
156,1821633,7799789,Private room,,Dorchester,99,5.0,2,1.0,100.0,1.0,42.309577000000004,-71.047923,2016-05-19 01:39:33.263838,42.422
2310,4304969,1723274,Entire home/apt,,North End,99,5.0,2,1.0,110.0,1.0,42.365733,-71.055358,2016-05-18 20:21:32.617138,42.422
453,1391215,119019,Private room,,Dorchester,101,4.5,2,1.0,50.0,2.0,42.298010999999995,-71.058447,2016-05-19 00:53:53.680251,42.678
147,257588,1355344,Entire home/apt,,South Boston,101,5.0,6,2.0,200.0,1.0,42.330664,-71.03984200000001,2016-05-19 01:43:34.938198,43.178
125,1885386,6391436,Private room,,Jamaica Plain,103,5.0,2,1.0,65.0,3.0,42.308852,-71.11643199999999,2016-05-19 01:54:15.931500,43.934
1587,37864,162705,Entire home/apt,,Back Bay,103,5.0,2,0.0,228.0,,42.35086,-71.08307099999999,2016-05-19 01:37:49.299613,43.934
347,217498,1123263,Private room,,Brighton,104,5.0,2,1.0,100.0,2.0,42.352573,-71.150565,2016-05-19 00:14:40.816974,44.312
3232,1112067,6103425,Private room,,Dorchester,106,4.5,2,1.0,60.0,1.0,42.304539,-71.061036,2016-05-18 21:20:19.961283,44.568
3234,200265,847253,Private room,,Dorchester,107,4.5,3,1.0,79.0,2.0,42.293626,-71.066521,2016-05-19 01:54:12.769731,44.946
227,474066,2161881,Entire home/apt,,Roxbury,108,4.5,3,1.0,130.0,2.0,42.3358,-71.07764499999999,2016-05-19 02:31:45.650646,45.324
3198,5892953,17744599,Private room,,East Boston,108,4.5,3,1.0,85.0,1.0,42.382578,-71.034802,2016-05-18 23:29:26.541940,45.324
1927,2395326,12230539,Entire home/apt,,South End,107,5.0,2,1.0,172.0,1.0,42.346433000000005,-71.070916,2016-05-18 22:43:46.764686,45.446
2802,60029,255183,Private room,,Roxbury,107,5.0,1,1.0,75.0,2.0,42.325842,-71.08926899999999,2016-05-18 22:08:31.715399,45.446
175,4765070,24584716,Entire home/apt,,Jamaica Plain,109,4.5,2,0.0,90.0,1.0,42.325089,-71.10723,2016-05-19 01:32:13.546121,45.702
1951,3985462,9410008,Entire home/apt,,Fenway,108,5.0,3,1.0,182.0,,42.350703,-71.090698,2016-05-19 01:27:42.715583,45.824
1357,3616081,18190121,Entire home/apt,,Jamaica Plain,108,5.0,2,1.0,85.0,2.0,42.31962,-71.10482900000001,2016-05-19 02:35:33.456170,45.824
3055,3442711,17351265,Private room,,Downtown,110,4.5,2,1.0,109.0,2.0,42.353004999999996,-71.057547,2016-05-19 02:55:53.310208,46.08
2926,1815326,9508341,Private room,,Brighton,110,4.5,2,1.0,99.0,1.0,42.355088,-71.16242,2016-05-19 01:40:46.515047,46.08
666,23619,93112,Entire home/apt,,Beacon Hill,111,4.5,2,,150.0,4.0,42.35846,-71.06326999999999,2016-05-18 20:20:55.564759,46.458
176,4967219,23953876,Private room,,Dorchester,113,4.0,2,1.0,69.0,1.0,42.311181,-71.052025,2016-05-19 01:31:24.552695,46.714
3077,205894,119019,Private room,,Dorchester,112,4.5,2,1.0,65.0,2.0,42.298491,-71.058802,2016-05-18 22:29:59.930105,46.836
55,1327725,7205617,Entire home/apt,,Brighton,113,4.5,4,2.0,120.0,3.0,42.345667999999996,-71.139219,2016-05-19 02:18:22.805406,47.214
1945,3302294,1369968,Entire home/apt,,Back Bay,115,4.0,2,1.0,185.0,1.0,42.352578,-71.082599,2016-05-19 01:37:29.417820,47.47
